,Unnamed: 0,annot1_idx,annot2_idx,Gof,label1,label2,label1_orig,label1_orig_renamed
282,282,283,12,35.7394366197183,R_OP2-3_ROI_R,parc_3,R_OP2-3_ROI,OP2-3_R
283,283,284,16,85.2331606217617,R_52_ROI_R,parc_7,R_52_ROI,52_R
284,284,285,12,85.9504132231405,R_RI_ROI_R,parc_3,R_RI_ROI,RI_R
285,285,286,12,100.0,R_PFcm_ROI_R,parc_3,R_PFcm_ROI,PFcm_R
286,286,287,16,100.0,R_PoI2_ROI_R,parc_7,R_PoI2_ROI,PoI2_R
287,287,288,12,73.4989648033126,R_TA2_ROI_R,parc_3,R_TA2_ROI,TA2_R
288,288,289,11,66.2106703146375,R_FOP4_ROI_R,parc_2,R_FOP4_ROI,FOP4_R
289,289,290,16,100.0,R_MI_ROI_R,parc_7,R_MI_ROI,MI_R
290,290,291,16,41.7035398230089,R_Pir_ROI_R,parc_7,R_Pir_ROI,Pir_R
291,291,292,13,51.078167115903,R_AVI_ROI_R,parc_4,R_AVI_ROI,AVI_R
292,292,293,16,75.4512635379061,R_AAIC_ROI_R,parc_7,R_AAIC_ROI,AAIC_R
293,293,294,11,100.0,R_FOP1_ROI_R,parc_2,R_FOP1_ROI,FOP1_R
294,294,295,16,67.7777777777778,R_FOP3_ROI_R,parc_7,R_FOP3_ROI,FOP3_R
295,295,296,11,84.6330275229358,R_FOP2_ROI_R,parc_2,R_FOP2_ROI,FOP2_R
296,296,297,12,95.1985226223453,R_PFt_ROI_R,parc_3,R_PFt_ROI,PFt_R
297,297,298,12,100.0,R_AIP_ROI_R,parc_3,R_AIP_ROI,AIP_R
298,298,299,11,50.6578947368421,R_EC_ROI_R,parc_2,R_EC_ROI,EC_R
299,299,300,15,40.4726735598227,R_PreS_ROI_R,parc_6,R_PreS_ROI,PreS_R
300,300,301,9,92.0847268673356,R_H_ROI_R,parc_0,R_H_ROI,H_R
301,301,302,14,99.6840442338073,R_ProS_ROI_R,parc_5,R_ProS_ROI,ProS_R
302,302,303,11,68.0830039525692,R_PeEc_ROI_R,parc_2,R_PeEc_ROI,PeEc_R
303,303,304,12,58.1521739130435,R_STGa_ROI_R,parc_3,R_STGa_ROI,STGa_R
304,304,305,12,53.3066132264529,R_PBelt_ROI_R,parc_3,R_PBelt_ROI,PBelt_R
305,305,306,11,58.5889570552147,R_A5_ROI_R,parc_2,R_A5_ROI,A5_R
306,306,307,15,61.6935483870968,R_PHA1_ROI_R,parc_6,R_PHA1_ROI,PHA1_R
307,307,308,11,95.3586497890295,R_PHA3_ROI_R,parc_2,R_PHA3_ROI,PHA3_R
308,308,309,12,50.0,R_STSda_ROI_R,parc_3,R_STSda_ROI,STSda_R
309,309,310,11,99.8309382924768,R_STSdp_ROI_R,parc_2,R_STSdp_ROI,STSdp_R
310,310,311,11,100.0,R_STSvp_ROI_R,parc_2,R_STSvp_ROI,STSvp_R
311,311,312,15,99.2248062015504,R_TGd_ROI_R,parc_6,R_TGd_ROI,TGd_R
312,312,313,11,90.6793048973144,R_TE1a_ROI_R,parc_2,R_TE1a_ROI,TE1a_R
313,313,314,11,100.0,R_TE1p_ROI_R,parc_2,R_TE1p_ROI,TE1p_R
314,314,315,11,88.9055472263868,R_TE2a_ROI_R,parc_2,R_TE2a_ROI,TE2a_R
315,315,316,11,98.4671532846715,R_TF_ROI_R,parc_2,R_TF_ROI,TF_R
316,316,317,11,100.0,R_TE2p_ROI_R,parc_2,R_TE2p_ROI,TE2p_R
317,317,318,11,100.0,R_PHT_ROI_R,parc_2,R_PHT_ROI,PHT_R
318,318,319,11,53.75,R_PH_ROI_R,parc_2,R_PH_ROI,PH_R
319,319,320,11,100.0,R_TPOJ1_ROI_R,parc_2,R_TPOJ1_ROI,TPOJ1_R
320,320,321,11,99.7581620314389,R_TPOJ2_ROI_R,parc_2,R_TPOJ2_ROI,TPOJ2_R
321,321,322,12,56.203007518797,R_TPOJ3_ROI_R,parc_3,R_TPOJ3_ROI,TPOJ3_R
322,322,323,11,63.2214765100671,R_DVT_ROI_R,parc_2,R_DVT_ROI,DVT_R
323,323,324,12,99.8817966903073,R_PGp_ROI_R,parc_3,R_PGp_ROI,PGp_R
324,324,325,12,100.0,R_IP2_ROI_R,parc_3,R_IP2_ROI,IP2_R
325,325,326,12,100.0,R_IP1_ROI_R,parc_3,R_IP1_ROI,IP1_R
326,326,327,12,100.0,R_IP0_ROI_R,parc_3,R_IP0_ROI,IP0_R
327,327,328,12,63.4013605442177,R_PFop_ROI_R,parc_3,R_PFop_ROI,PFop_R
328,328,329,12,100.0,R_PF_ROI_R,parc_3,R_PF_ROI,PF_R
329,329,330,12,100.0,R_PFm_ROI_R,parc_3,R_PFm_ROI,PFm_R
330,330,331,12,91.0696266397578,R_PGi_ROI_R,parc_3,R_PGi_ROI,PGi_R
331,331,332,12,100.0,R_PGs_ROI_R,parc_3,R_PGs_ROI,PGs_R
332,332,333,11,100.0,R_V6A_ROI_R,parc_2,R_V6A_ROI,V6A_R
333,333,334,13,100.0,R_VMV1_ROI_R,parc_4,R_VMV1_ROI,VMV1_R
334,334,335,13,51.4204545454545,R_VMV3_ROI_R,parc_4,R_VMV3_ROI,VMV3_R
335,335,336,15,69.9481865284974,R_PHA2_ROI_R,parc_6,R_PHA2_ROI,PHA2_R
336,336,337,13,100.0,R_V4t_ROI_R,parc_4,R_V4t_ROI,V4t_R
337,337,338,11,62.5935162094763,R_FST_ROI_R,parc_2,R_FST_ROI,FST_R
338,338,339,13,53.8265306122449,R_V3CD_ROI_R,parc_4,R_V3CD_ROI,V3CD_R
339,339,340,13,93.0835734870317,R_LO3_ROI_R,parc_4,R_LO3_ROI,LO3_R
340,340,341,13,97.6470588235294,R_VMV2_ROI_R,parc_4,R_VMV2_ROI,VMV2_R
341,341,342,11,83.8645418326693,R_31pd_ROI_R,parc_2,R_31pd_ROI,31pd_R
342,342,343,15,76.8392370572207,R_31a_ROI_R,parc_6,R_31a_ROI,31a_R
343,343,344,11,99.8357963875205,R_VVC_ROI_R,parc_2,R_VVC_ROI,VVC_R
344,344,345,13,76.8707482993197,R_25_ROI_R,parc_4,R_25_ROI,25_R
345,345,346,13,100.0,R_s32_ROI_R,parc_4,R_s32_ROI,s32_R
346,346,347,13,96.4805825242718,R_pOFC_ROI_R,parc_4,R_pOFC_ROI,pOFC_R
347,347,348,16,100.0,R_PoI1_ROI_R,parc_7,R_PoI1_ROI,PoI1_R
348,348,349,16,90.1840490797546,R_Ig_ROI_R,parc_7,R_Ig_ROI,Ig_R
349,349,350,11,42.5648021828104,R_FOP5_ROI_R,parc_2,R_FOP5_ROI,FOP5_R
350,350,351,11,68.75,R_p10p_ROI_R,parc_2,R_p10p_ROI,p10p_R
351,351,352,11,62.8517823639775,R_p47r_ROI_R,parc_2,R_p47r_ROI,p47r_R
352,352,353,15,77.9329608938548,R_TGv_ROI_R,parc_6,R_TGv_ROI,TGv_R
353,353,354,14,77.9735682819383,R_MBelt_ROI_R,parc_5,R_MBelt_ROI,MBelt_R
354,354,355,12,89.2778993435449,R_LBelt_ROI_R,parc_3,R_LBelt_ROI,LBelt_R
355,355,356,12,50.8771929824561,R_A4_ROI_R,parc_3,R_A4_ROI,A4_R
356,356,357,11,100.0,R_STSva_ROI_R,parc_2,R_STSva_ROI,STSva_R
357,357,358,11,100.0,R_TE1m_ROI_R,parc_2,R_TE1m_ROI,TE1m_R
358,358,359,16,64.5569620253165,R_PI_ROI_R,parc_7,R_PI_ROI,PI_R
359,359,360,15,58.4717607973422,R_a32pr_ROI_R,parc_6,R_a32pr_ROI,a32pr_R
360,360,361,15,92.896174863388,R_p24_ROI_R,parc_6,R_p24_ROI,p24_R
